fid,Merged,xcoord,ycoord
"15885",111,-0.0255555555555556,51.3425
"15886",118,-0.025,51.3425
"15887",121,-0.0244444444444445,51.3425
"15888",129,-0.023888888888889,51.3425
"15889",137,-0.0233333333333334,51.3425
"15890",143,-0.0227777777777778,51.3425
"15891",147,-0.0222222222222223,51.3425
"15892",148,-0.0216666666666667,51.3425
"15893",149,-0.0211111111111112,51.3425
"15894",151,-0.0205555555555555,51.3425
"15895",152,-0.02,51.3425
"15896",151,-0.0194444444444445,51.3425
"15897",151,-0.018888888888889,51.3425
"15898",151,-0.0183333333333334,51.3425
"15899",150,-0.0177777777777778,51.3425
"15900",149,-0.0172222222222222,51.3425
"15901",150,-0.0166666666666667,51.3425
"15902",149,-0.0161111111111112,51.3425
"15903",148,-0.0155555555555555,51.3425
"15904",147,-0.015,51.3425
"15905",145,-0.0144444444444445,51.3425
"15906",142,-0.013888888888889,51.3425
"15907",139,-0.0133333333333334,51.3425
"15908",138,-0.0127777777777778,51.3425
"15909",137,-0.0122222222222222,51.3425
"15910",136,-0.0116666666666667,51.3425
"15911",135,-0.0111111111111112,51.3425
"15912",138,-0.0105555555555557,51.3425
"15913",143,-0.01,51.3425
"15914",150,-0.00944444444444448,51.3425
"15915",150,-0.00888888888888895,51.3425
"15916",151,-0.00833333333333341,51.3425
"15917",153,-0.00777777777777777,51.3425
"15918",153,-0.00722222222222224,51.3425
"15919",154,-0.00666666666666671,51.3425
"15920",156,-0.00611111111111118,51.3425
"15921",156,-0.00555555555555565,51.3425
"15922",155,-0.005,51.3425
"15923",156,-0.00444444444444447,51.3425
"15924",157,-0.00388888888888894,51.3425
"15925",158,-0.00333333333333341,51.3425
"15926",158,-0.00277777777777777,51.3425
"15927",159,-0.00222222222222224,51.3425
"15928",157,-0.00166666666666671,51.3425
"15929",155,-0.00111111111111117,51.3425
"15930",156,-0.000555555555555642,51.3425
"15931",157,0,51.3425
"15932",157,0.00055555555555542,51.3425
"15933",157,0.00111111111111106,51.3425
"15934",157,0.00166666666666671,51.3425
"15935",156,0.00222222222222213,51.3425
"15936",155,0.00277777777777777,51.3425
"15937",156,0.00333333333333319,51.3425
"15938",158,0.00388888888888883,51.3425
"15939",157,0.00444444444444447,51.3425
"15940",157,0.00499999999999989,51.3425
"15941",160,0.00555555555555554,51.3425
"15942",161,0.00611111111111096,51.3425
"15943",157,0.0066666666666666,51.3425
"15944",155,0.00722222222222224,51.3425
"15945",152,0.00777777777777766,51.3425
"15946",151,0.0083333333333333,51.3425
"15947",151,0.00888888888888895,51.3425
"15948",147,0.00944444444444437,51.3425
"15949",141,0.01,51.3425
"15950",139,0.0105555555555554,51.3425
"15951",138,0.0111111111111111,51.3425
"15952",132,0.0116666666666667,51.3425
"15953",123,0.0122222222222221,51.3425
"15954",118,0.0127777777777778,51.3425
"15955",114,0.0133333333333332,51.3425
"15956",110,0.0138888888888888,51.3425
"15957",110,0.0144444444444445,51.3425
"15958",112,0.0149999999999999,51.3425
"15959",109,0.0155555555555555,51.3425
"15960",105,0.016111111111111,51.3425
"15961",102,0.0166666666666666,51.3425
"15962",104,0.0172222222222222,51.3425
"15963",110,0.0177777777777777,51.3425
"15964",117,0.0183333333333333,51.3425
"15965",124,0.018888888888889,51.3425
"15966",130,0.0194444444444444,51.3425
"15967",134,0.02,51.3425
"15968",137,0.0205555555555554,51.3425
"15969",139,0.0211111111111111,51.3425
"15970",140,0.0216666666666667,51.3425
"15971",142,0.0222222222222221,51.3425
"15972",144,0.0227777777777778,51.3425
"15973",144,0.0233333333333332,51.3425
"15974",145,0.0238888888888888,51.3425
"15975",147,0.0244444444444445,51.3425
"15976",149,0.0249999999999999,51.3425
"15977",144,0.0255555555555556,51.3425
"15978",138,0.026111111111111,51.3425
"15979",133,0.0266666666666666,51.3425
"15980",131,0.0272222222222223,51.3425
"15981",126,0.0277777777777777,51.3425
"15982",123,0.0283333333333333,51.3425
"15983",125,0.0288888888888887,51.3425
"15984",129,0.0294444444444444,51.3425
"15985",130,0.03,51.3425
"15986",133,0.0305555555555554,51.3425
"15987",136,0.0311111111111111,51.3425
"15988",136,0.0316666666666667,51.3425
"15989",137,0.0322222222222222,51.3425
"15990",139,0.0327777777777778,51.3425
"15991",139,0.0333333333333332,51.3425
"15992",137,0.0338888888888889,51.3425
"15993",138,0.0344444444444445,51.3425
"15994",140,0.0349999999999999,51.3425
"15995",143,0.0355555555555556,51.3425
"15996",147,0.036111111111111,51.3425
"15997",148,0.0366666666666666,51.3425
"15998",147,0.0372222222222223,51.3425
"15999",147,0.0377777777777777,51.3425
"16000",149,0.0383333333333333,51.3425
"16001",150,0.0388888888888888,51.3425
"16002",148,0.0394444444444444,51.3425
"16003",143,0.04,51.3425
"16004",139,0.0405555555555555,51.3425
"16005",137,0.0411111111111111,51.3425
"16006",139,0.0416666666666665,51.3425
"16007",141,0.0422222222222222,51.3425
"16008",136,0.0427777777777778,51.3425
"16009",130,0.0433333333333332,51.3425
"16010",129,0.0438888888888889,51.3425
"16011",127,0.0444444444444445,51.3425
"16012",120,0.0449999999999999,51.3425
"16013",120,0.0455555555555556,51.3425
"16014",124,0.046111111111111,51.3425
"16015",131,0.0466666666666666,51.3425
"16016",137,0.0472222222222223,51.3425
"16017",140,0.0477777777777777,51.3425
"16018",143,0.0483333333333333,51.3425
"16019",145,0.0488888888888888,51.3425
"16020",146,0.0494444444444444,51.3425
"16021",145,0.05,51.3425
"16022",146,0.0505555555555555,51.3425
"16023",149,0.0511111111111111,51.3425
"16024",148,0.0516666666666665,51.3425
"16025",147,0.0522222222222222,51.3425
"16026",148,0.0527777777777778,51.3425
"16027",146,0.0533333333333332,51.3425
"16028",144,0.0538888888888889,51.3425
"16029",142,0.0544444444444443,51.3425
"16030",139,0.0549999999999999,51.3425
"16031",138,0.0555555555555556,51.3425
"16032",137,0.056111111111111,51.3425
"16033",133,0.0566666666666666,51.3425
"16034",130,0.0572222222222223,51.3425
"16035",132,0.0577777777777777,51.3425
"16036",134,0.0583333333333333,51.3425
"16037",136,0.0588888888888888,51.3425
"16038",140,0.0594444444444444,51.3425
"16039",140,0.0600000000000001,51.3425
"16040",139,0.0605555555555555,51.3425
"16041",139,0.0611111111111111,51.3425
"16042",140,0.0616666666666665,51.3425
"16043",143,0.0622222222222222,51.3425
"16044",143,0.0627777777777778,51.3425
"16045",138,0.0633333333333332,51.3425
"16046",135,0.0638888888888889,51.3425
"16047",132,0.0644444444444443,51.3425
"16048",132,0.0649999999999999,51.3425
"16049",131,0.0655555555555556,51.3425
"16050",133,0.066111111111111,51.3425
"16051",138,0.0666666666666667,51.3425
"16052",140,0.0672222222222221,51.3425
"16053",140,0.0677777777777777,51.3425
"16054",139,0.0683333333333334,51.3425
"16055",136,0.0688888888888888,51.3425
"16056",134,0.0694444444444444,51.3425
"16057",134,0.0700000000000001,51.3425
"16058",134,0.0705555555555555,51.3425
"16059",138,0.0711111111111111,51.3425
"16060",139,0.0716666666666665,51.3425
"16061",138,0.0722222222222222,51.3425
"16062",137,0.0727777777777778,51.3425
"16063",131,0.0733333333333333,51.3425
"16064",126,0.0738888888888889,51.3425
"16065",123,0.0744444444444443,51.3425
"16066",120,0.075,51.3425
"16067",115,0.0755555555555556,51.3425
"16068",108,0.076111111111111,51.3425
"16069",103,0.0766666666666667,51.3425
"16070",97,0.0772222222222221,51.3425
"16071",93,0.0777777777777777,51.3425
"16072",94,0.0783333333333334,51.3425
"16073",95,0.0788888888888888,51.3425
"16074",97,0.0794444444444444,51.3425
"16075",102,0.0799999999999998,51.3425
"16076",104,0.0805555555555555,51.3425
"16077",108,0.0811111111111111,51.3425
"16078",109,0.0816666666666666,51.3425
"16079",109,0.0822222222222222,51.3425
"16080",107,0.0827777777777778,51.3425
"16081",107,0.0833333333333333,51.3425
"16082",109,0.0838888888888889,51.3425
"16083",113,0.0844444444444443,51.3425
"16084",118,0.085,51.3425
"16085",118,0.0855555555555556,51.3425
"16086",116,0.086111111111111,51.3425
"16087",114,0.0866666666666667,51.3425
"16088",112,0.0872222222222221,51.3425
"16089",109,0.0877777777777777,51.3425
"16090",103,0.0883333333333334,51.3425
"16091",100,0.0888888888888888,51.3425
"16092",98,0.0894444444444444,51.3425
"16093",98,0.0899999999999999,51.3425
"16094",103,0.0905555555555555,51.3425
"16095",108,0.0911111111111111,51.3425
"16096",108,0.0916666666666666,51.3425
"16097",106,0.0922222222222222,51.3425
"16098",101,0.0927777777777776,51.3425
"16099",99,0.0933333333333333,51.3425
"16100",101,0.0938888888888889,51.3425
"16101",99,0.0944444444444443,51.3425
"16102",99,0.095,51.3425
"16103",100,0.0955555555555556,51.3425
"16104",102,0.096111111111111,51.3425
"16105",107,0.0966666666666667,51.3425
"16106",103,0.0972222222222221,51.3425
"16107",100,0.0977777777777777,51.3425
"16108",99,0.0983333333333334,51.3425
"16109",96,0.0988888888888888,51.3425
"16110",95,0.0994444444444444,51.3425
"16111",94,0.0999999999999999,51.3425
"16112",94,0.100555555555556,51.3425
"16113",95,0.101111111111111,51.3425
"16114",96,0.101666666666667,51.3425
"16115",97,0.102222222222222,51.3425
"16116",98,0.102777777777778,51.3425
"16117",98,0.103333333333333,51.3425
"16118",98,0.103888888888889,51.3425
"16119",102,0.104444444444444,51.3425
"16120",106,0.105,51.3425
"16121",110,0.105555555555555,51.3425
"16122",115,0.106111111111111,51.3425
"16123",118,0.106666666666667,51.3425
"16124",117,0.107222222222222,51.3425
"16125",115,0.107777777777778,51.3425
"16126",113,0.108333333333333,51.3425
"16127",111,0.108888888888889,51.3425
"16128",107,0.109444444444444,51.3425
"16129",105,0.11,51.3425
"16130",104,0.110555555555556,51.3425
"16131",108,0.111111111111111,51.3425
"16132",112,0.111666666666667,51.3425
"16133",115,0.112222222222222,51.3425
"16134",116,0.112777777777778,51.3425
"16135",116,0.113333333333333,51.3425
"16136",115,0.113888888888889,51.3425
"16137",118,0.114444444444444,51.3425
"16138",120,0.115,51.3425
"16139",120,0.115555555555555,51.3425
"16140",115,0.116111111111111,51.3425
"16141",113,0.116666666666667,51.3425
"16142",111,0.117222222222222,51.3425
"16143",59,-0.328888888888889,51.3375
"16144",60,-0.328333333333333,51.3375
"16145",59,-0.327777777777778,51.3375
"16146",59,-0.327222222222222,51.3375
"16147",61,-0.326666666666667,51.3375
"16148",62,-0.326111111111111,51.3375
"16149",62,-0.325555555555556,51.3375
"16150",61,-0.325,51.3375
"16151",60,-0.324444444444445,51.3375
"16152",58,-0.323888888888889,51.3375
"16153",58,-0.323333333333333,51.3375
"16154",58,-0.322777777777778,51.3375
"16155",56,-0.322222222222222,51.3375
"16156",55,-0.321666666666667,51.3375
"16157",57,-0.321111111111111,51.3375
"16158",57,-0.320555555555556,51.3375
"16159",57,-0.32,51.3375
"16160",57,-0.319444444444445,51.3375
"16161",57,-0.318888888888889,51.3375
"16162",58,-0.318333333333333,51.3375
"16163",57,-0.317777777777778,51.3375
"16164",55,-0.317222222222222,51.3375
"16165",53,-0.316666666666667,51.3375
"16166",54,-0.316111111111111,51.3375
"16167",54,-0.315555555555556,51.3375
"16168",55,-0.315,51.3375
"16169",55,-0.314444444444445,51.3375
"16170",54,-0.313888888888889,51.3375
"16171",54,-0.313333333333333,51.3375
"16172",54,-0.312777777777778,51.3375
"16173",53,-0.312222222222222,51.3375
"16174",52,-0.311666666666667,51.3375
"16175",53,-0.311111111111111,51.3375
"16176",54,-0.310555555555556,51.3375
"16177",52,-0.31,51.3375
"16178",52,-0.309444444444445,51.3375
"16179",55,-0.308888888888889,51.3375
"16180",55,-0.308333333333333,51.3375
"16181",55,-0.307777777777778,51.3375
"16182",57,-0.307222222222222,51.3375
"16183",59,-0.306666666666667,51.3375
"16184",61,-0.306111111111111,51.3375
"16185",62,-0.305555555555556,51.3375
"16186",62,-0.305,51.3375
"16187",85,-0.227777777777778,51.3375
"16188",86,-0.227222222222222,51.3375
"16189",86,-0.226666666666667,51.3375
"16190",86,-0.226111111111111,51.3375
"16191",86,-0.225555555555556,51.3375
"16192",88,-0.225,51.3375
"16193",90,-0.224444444444444,51.3375
"16194",92,-0.223888888888889,51.3375
"16195",92,-0.223333333333333,51.3375
"16196",92,-0.222777777777778,51.3375
"16197",92,-0.222222222222222,51.3375
"16198",91,-0.221666666666667,51.3375
"16199",91,-0.221111111111111,51.3375
"16200",91,-0.220555555555556,51.3375
"16201",91,-0.22,51.3375
"16202",89,-0.219444444444444,51.3375
"16203",89,-0.218888888888889,51.3375
"16204",90,-0.218333333333333,51.3375
"16205",88,-0.217777777777778,51.3375
"16206",88,-0.217222222222222,51.3375
"16207",88,-0.216666666666667,51.3375
"16208",89,-0.216111111111111,51.3375
"16209",87,-0.215555555555556,51.3375
"16210",91,-0.215,51.3375
"16211",96,-0.214444444444444,51.3375
"16212",98,-0.213888888888889,51.3375
"16213",100,-0.213333333333333,51.3375
"16214",101,-0.212777777777778,51.3375
"16215",103,-0.212222222222222,51.3375
"16216",102,-0.211666666666667,51.3375
"16217",102,-0.211111111111111,51.3375
"16218",102,-0.210555555555556,51.3375
"16219",103,-0.21,51.3375
"16220",103,-0.209444444444444,51.3375
"16221",103,-0.208888888888889,51.3375
"16222",102,-0.208333333333333,51.3375
"16223",111,-0.181666666666667,51.3375
"16224",112,-0.181111111111111,51.3375
"16225",115,-0.180555555555556,51.3375
"16226",116,-0.18,51.3375
"16227",114,-0.179444444444445,51.3375
"16228",113,-0.178888888888889,51.3375
"16229",114,-0.178333333333333,51.3375
"16230",110,-0.177777777777778,51.3375
"16231",102,-0.177222222222222,51.3375
"16232",100,-0.176666666666667,51.3375
"16233",100,-0.176111111111111,51.3375
"16234",99,-0.175555555555556,51.3375
"16235",101,-0.175,51.3375
"16236",102,-0.174444444444445,51.3375
"16237",104,-0.173888888888889,51.3375
"16238",106,-0.173333333333333,51.3375
"16239",112,-0.172777777777778,51.3375
"16240",112,-0.172222222222222,51.3375
"16241",109,-0.171666666666667,51.3375
"16242",109,-0.171111111111111,51.3375
"16243",109,-0.170555555555556,51.3375
"16244",109,-0.17,51.3375
"16245",108,-0.169444444444445,51.3375
"16246",108,-0.168888888888889,51.3375
"16247",107,-0.168333333333333,51.3375
"16248",106,-0.167777777777778,51.3375
"16249",103,-0.167222222222222,51.3375
"16250",102,-0.166666666666667,51.3375
"16251",99,-0.166111111111111,51.3375
"16252",97,-0.165555555555556,51.3375
"16253",97,-0.165,51.3375
"16254",97,-0.164444444444445,51.3375
"16255",98,-0.163888888888889,51.3375
"16256",97,-0.163333333333333,51.3375
"16257",99,-0.162777777777778,51.3375
"16258",101,-0.162222222222222,51.3375
"16259",102,-0.161666666666667,51.3375
"16260",105,-0.161111111111111,51.3375
"16261",106,-0.160555555555556,51.3375
"16262",106,-0.16,51.3375
"16263",107,-0.159444444444444,51.3375
"16264",109,-0.158888888888889,51.3375
"16265",111,-0.158333333333333,51.3375
"16266",111,-0.157777777777778,51.3375
"16267",110,-0.157222222222222,51.3375
"16268",109,-0.156666666666667,51.3375
"16269",108,-0.156111111111111,51.3375
"16270",106,-0.155555555555556,51.3375
"16271",106,-0.155,51.3375
"16272",110,-0.154444444444444,51.3375
"16273",113,-0.153888888888889,51.3375
"16274",114,-0.153333333333333,51.3375
"16275",114,-0.152777777777778,51.3375
"16276",116,-0.152222222222222,51.3375
"16277",118,-0.151666666666667,51.3375
"16278",119,-0.151111111111111,51.3375
"16279",117,-0.150555555555556,51.3375
"16280",113,-0.15,51.3375
"16281",113,-0.149444444444444,51.3375
"16282",113,-0.148888888888889,51.3375
"16283",112,-0.148333333333333,51.3375
"16284",112,-0.147777777777778,51.3375
"16285",112,-0.147222222222222,51.3375
"16286",112,-0.146666666666667,51.3375
"16287",114,-0.146111111111111,51.3375
"16288",114,-0.145555555555556,51.3375
"16289",115,-0.145,51.3375
"16290",115,-0.144444444444444,51.3375
"16291",114,-0.143888888888889,51.3375
"16292",114,-0.143333333333333,51.3375
"16293",115,-0.142777777777778,51.3375
"16294",115,-0.142222222222222,51.3375
"16295",118,-0.141666666666667,51.3375
"16296",120,-0.141111111111111,51.3375
"16297",122,-0.140555555555556,51.3375
"16298",121,-0.14,51.3375
"16299",122,-0.139444444444444,51.3375
"16300",122,-0.138888888888889,51.3375
"16301",122,-0.138333333333333,51.3375
"16302",122,-0.137777777777778,51.3375
"16303",122,-0.137222222222222,51.3375
"16304",122,-0.136666666666667,51.3375
"16305",121,-0.136111111111111,51.3375
"16306",122,-0.135555555555556,51.3375
"16307",124,-0.135,51.3375
"16308",123,-0.134444444444444,51.3375
"16309",121,-0.133888888888889,51.3375
"16310",121,-0.133333333333333,51.3375
"16311",123,-0.132777777777778,51.3375
"16312",124,-0.132222222222222,51.3375
"16313",125,-0.131666666666667,51.3375
"16314",121,-0.131111111111111,51.3375
"16315",119,-0.130555555555556,51.3375
"16316",118,-0.13,51.3375
"16317",118,-0.129444444444444,51.3375
"16318",115,-0.128888888888889,51.3375
"16319",111,-0.128333333333333,51.3375
"16320",106,-0.127777777777778,51.3375
"16321",102,-0.127222222222222,51.3375
"16322",99,-0.126666666666667,51.3375
"16323",94,-0.126111111111111,51.3375
"16324",89,-0.125555555555556,51.3375
"16325",85,-0.125,51.3375
"16326",84,-0.124444444444444,51.3375
"16327",83,-0.123888888888889,51.3375
"16328",84,-0.123333333333333,51.3375
"16329",87,-0.122777777777778,51.3375
"16330",88,-0.122222222222222,51.3375
"16331",88,-0.121666666666667,51.3375
"16332",86,-0.121111111111111,51.3375
"16333",83,-0.120555555555556,51.3375
"16334",78,-0.12,51.3375
"16335",74,-0.119444444444444,51.3375
"16336",70,-0.118888888888889,51.3375
"16337",67,-0.118333333333333,51.3375
"16338",67,-0.117777777777778,51.3375
"16339",69,-0.117222222222222,51.3375
"16340",70,-0.116666666666667,51.3375
"16341",68,-0.116111111111111,51.3375
"16342",68,-0.115555555555556,51.3375
"16343",72,-0.115,51.3375
"16344",74,-0.114444444444444,51.3375
"16345",74,-0.113888888888889,51.3375
"16346",76,-0.113333333333333,51.3375
"16347",76,-0.112777777777778,51.3375
"16348",76,-0.112222222222222,51.3375
"16349",80,-0.111666666666667,51.3375
"16350",99,-0.111111111111111,51.3375
"16351",108,-0.110555555555556,51.3375
"16352",110,-0.11,51.3375
"16353",109,-0.109444444444444,51.3375
"16354",111,-0.108888888888889,51.3375
"16355",112,-0.108333333333333,51.3375
"16356",110,-0.107777777777778,51.3375
"16357",110,-0.107222222222222,51.3375
"16358",112,-0.106666666666667,51.3375
"16359",109,-0.106111111111111,51.3375
"16360",102,-0.105555555555556,51.3375
"16361",96,-0.105,51.3375
"16362",92,-0.104444444444444,51.3375
"16363",85,-0.103888888888889,51.3375
"16364",80,-0.103333333333333,51.3375
"16365",79,-0.102777777777778,51.3375
"16366",79,-0.102222222222222,51.3375
"16367",85,-0.101666666666667,51.3375
"16368",93,-0.101111111111111,51.3375
"16369",100,-0.100555555555556,51.3375
"16370",103,-0.1,51.3375
"16371",108,-0.0994444444444444,51.3375
"16372",109,-0.0988888888888889,51.3375
"16373",109,-0.0983333333333334,51.3375
"16374",109,-0.0977777777777779,51.3375
"16375",111,-0.0972222222222223,51.3375
"16376",111,-0.0966666666666667,51.3375
"16377",111,-0.0961111111111111,51.3375
"16378",113,-0.0955555555555556,51.3375
"16379",115,-0.0950000000000001,51.3375
"16380",115,-0.0944444444444444,51.3375
"16381",117,-0.0938888888888889,51.3375
"16382",120,-0.0933333333333334,51.3375
"16383",120,-0.0927777777777778,51.3375
"16384",119,-0.0922222222222223,51.3375
"16385",121,-0.0916666666666667,51.3375
"16386",124,-0.0911111111111111,51.3375
"16387",130,-0.0905555555555556,51.3375
"16388",135,-0.0900000000000001,51.3375
"16389",135,-0.0894444444444444,51.3375
"16390",134,-0.0888888888888889,51.3375
"16391",134,-0.0883333333333334,51.3375
"16392",135,-0.0877777777777778,51.3375
"16393",135,-0.0872222222222223,51.3375
"16394",135,-0.0866666666666667,51.3375
"16395",138,-0.0861111111111111,51.3375
"16396",139,-0.0855555555555556,51.3375
"16397",141,-0.0850000000000001,51.3375
"16398",145,-0.0844444444444445,51.3375
"16399",143,-0.0838888888888889,51.3375
"16400",142,-0.0833333333333334,51.3375
"16401",141,-0.0827777777777778,51.3375
"16402",142,-0.0822222222222223,51.3375
"16403",145,-0.0816666666666667,51.3375
"16404",145,-0.0811111111111111,51.3375
"16405",145,-0.0805555555555556,51.3375
"16406",146,-0.0800000000000001,51.3375
"16407",147,-0.0794444444444445,51.3375
"16408",146,-0.0788888888888889,51.3375
"16409",147,-0.0783333333333334,51.3375
"16410",151,-0.0777777777777778,51.3375
"16411",155,-0.0772222222222223,51.3375
"16412",159,-0.0766666666666667,51.3375
"16413",162,-0.0761111111111111,51.3375
"16414",166,-0.0755555555555556,51.3375
"16415",170,-0.0750000000000001,51.3375
"16416",172,-0.0744444444444445,51.3375
"16417",174,-0.0738888888888889,51.3375
"16418",175,-0.0733333333333334,51.3375
"16419",174,-0.0727777777777778,51.3375
"16420",165,-0.0722222222222223,51.3375
"16421",161,-0.0716666666666667,51.3375
"16422",163,-0.0711111111111111,51.3375
"16423",162,-0.0705555555555556,51.3375
"16424",158,-0.0700000000000001,51.3375
"16425",156,-0.0694444444444445,51.3375
"16426",155,-0.0688888888888889,51.3375
"16427",153,-0.0683333333333334,51.3375
"16428",150,-0.0677777777777778,51.3375
"16429",149,-0.0672222222222223,51.3375
"16430",151,-0.0666666666666668,51.3375
"16431",154,-0.0661111111111111,51.3375
"16432",154,-0.0655555555555556,51.3375
"16433",153,-0.0650000000000001,51.3375
"16434",150,-0.0644444444444445,51.3375
"16435",148,-0.0638888888888889,51.3375
"16436",149,-0.0633333333333334,51.3375
"16437",151,-0.0627777777777778,51.3375
"16438",153,-0.0622222222222223,51.3375
"16439",154,-0.0616666666666668,51.3375
"16440",153,-0.0611111111111111,51.3375
"16441",153,-0.0605555555555556,51.3375
"16442",151,-0.0600000000000001,51.3375
"16443",146,-0.0594444444444445,51.3375
"16444",143,-0.0588888888888889,51.3375
"16445",143,-0.0583333333333333,51.3375
"16446",138,-0.0577777777777778,51.3375
"16447",133,-0.0572222222222223,51.3375
"16448",127,-0.0566666666666668,51.3375
"16449",123,-0.0561111111111111,51.3375
"16450",123,-0.0555555555555556,51.3375
"16451",120,-0.055,51.3375
"16452",116,-0.0544444444444445,51.3375
"16453",115,-0.053888888888889,51.3375
"16454",117,-0.0533333333333333,51.3375
"16455",119,-0.0527777777777778,51.3375
"16456",121,-0.0522222222222223,51.3375
"16457",123,-0.0516666666666667,51.3375
"16458",125,-0.0511111111111111,51.3375
"16459",126,-0.0505555555555556,51.3375
"16460",125,-0.05,51.3375
"16461",126,-0.0494444444444445,51.3375
"16462",134,-0.048888888888889,51.3375
"16463",138,-0.0483333333333333,51.3375
"16464",142,-0.0477777777777778,51.3375
"16465",146,-0.0472222222222223,51.3375
"16466",150,-0.0466666666666667,51.3375
"16467",150,-0.0461111111111111,51.3375
"16468",151,-0.0455555555555556,51.3375
"16469",155,-0.045,51.3375
"16470",156,-0.0444444444444445,51.3375
"16471",155,-0.043888888888889,51.3375
"16472",156,-0.0433333333333333,51.3375
"16473",157,-0.0427777777777778,51.3375
"16474",158,-0.0422222222222223,51.3375
"16475",156,-0.0416666666666667,51.3375
"16476",152,-0.0411111111111112,51.3375
"16477",147,-0.0405555555555556,51.3375
"16478",142,-0.04,51.3375
"16479",139,-0.0394444444444445,51.3375
"16480",155,-0.033888888888889,51.3375
"16481",156,-0.0333333333333333,51.3375
"16482",156,-0.0327777777777778,51.3375
"16483",155,-0.0322222222222223,51.3375
"16484",157,-0.0316666666666667,51.3375
"16485",157,-0.0311111111111112,51.3375
"16486",157,-0.0305555555555556,51.3375
"16487",121,-0.0211111111111112,51.3375
"16488",118,-0.0205555555555555,51.3375
"16489",117,-0.02,51.3375
"16490",119,-0.0194444444444445,51.3375
"16491",125,-0.018888888888889,51.3375
"16492",131,-0.0183333333333334,51.3375
"16493",139,-0.0177777777777778,51.3375
"16494",145,-0.0172222222222222,51.3375
"16495",152,-0.0166666666666667,51.3375
"16496",155,-0.0161111111111112,51.3375
"16497",155,-0.0155555555555555,51.3375
"16498",156,-0.015,51.3375
"16499",157,-0.0144444444444445,51.3375
"16500",156,-0.013888888888889,51.3375
"16501",156,-0.0133333333333334,51.3375
"16502",156,-0.0127777777777778,51.3375
"16503",156,-0.0122222222222222,51.3375
"16504",157,-0.0116666666666667,51.3375
"16505",158,-0.0111111111111112,51.3375
"16506",156,-0.0105555555555557,51.3375
"16507",156,-0.01,51.3375
"16508",157,-0.00944444444444448,51.3375
"16509",156,-0.00888888888888895,51.3375
"16510",157,-0.00833333333333341,51.3375
"16511",159,-0.00777777777777777,51.3375
"16512",158,-0.00722222222222224,51.3375
"16513",159,-0.00666666666666671,51.3375
"16514",159,-0.00611111111111118,51.3375
"16515",158,-0.00555555555555565,51.3375
"16516",159,-0.005,51.3375
"16517",159,-0.00444444444444447,51.3375
"16518",160,-0.00388888888888894,51.3375
"16519",160,-0.00333333333333341,51.3375
"16520",158,-0.00277777777777777,51.3375
"16521",157,-0.00222222222222224,51.3375
"16522",159,-0.00166666666666671,51.3375
"16523",161,-0.00111111111111117,51.3375
"16524",162,-0.000555555555555642,51.3375
"16525",161,0,51.3375
"16526",161,0.00055555555555542,51.3375
"16527",160,0.00111111111111106,51.3375
"16528",160,0.00166666666666671,51.3375
"16529",160,0.00222222222222213,51.3375
"16530",161,0.00277777777777777,51.3375
"16531",162,0.00333333333333319,51.3375
"16532",164,0.00388888888888883,51.3375
"16533",164,0.00444444444444447,51.3375
"16534",162,0.00499999999999989,51.3375
"16535",161,0.00555555555555554,51.3375
"16536",159,0.00611111111111096,51.3375
"16537",157,0.0066666666666666,51.3375
"16538",154,0.00722222222222224,51.3375
"16539",150,0.00777777777777766,51.3375
"16540",147,0.0083333333333333,51.3375
"16541",139,0.00888888888888895,51.3375
"16542",132,0.00944444444444437,51.3375
"16543",131,0.01,51.3375
"16544",132,0.0105555555555554,51.3375
"16545",132,0.0111111111111111,51.3375
"16546",130,0.0116666666666667,51.3375
"16547",129,0.0122222222222221,51.3375
"16548",120,0.0127777777777778,51.3375
"16549",111,0.0133333333333332,51.3375
"16550",104,0.0138888888888888,51.3375
"16551",100,0.0144444444444445,51.3375
"16552",100,0.0149999999999999,51.3375
"16553",103,0.0155555555555555,51.3375
"16554",107,0.016111111111111,51.3375
"16555",112,0.0166666666666666,51.3375
"16556",119,0.0172222222222222,51.3375
"16557",123,0.0177777777777777,51.3375
"16558",130,0.0183333333333333,51.3375
"16559",136,0.018888888888889,51.3375
"16560",146,0.0194444444444444,51.3375
"16561",151,0.02,51.3375
"16562",154,0.0205555555555554,51.3375
"16563",155,0.0211111111111111,51.3375
"16564",156,0.0216666666666667,51.3375
"16565",156,0.0222222222222221,51.3375
"16566",155,0.0227777777777778,51.3375
"16567",153,0.0233333333333332,51.3375
"16568",154,0.0238888888888888,51.3375
"16569",156,0.0244444444444445,51.3375
"16570",157,0.0249999999999999,51.3375
"16571",154,0.0255555555555556,51.3375
"16572",149,0.026111111111111,51.3375
"16573",144,0.0266666666666666,51.3375
"16574",142,0.0272222222222223,51.3375
"16575",147,0.0277777777777777,51.3375
"16576",150,0.0283333333333333,51.3375
"16577",154,0.0288888888888887,51.3375
"16578",155,0.0294444444444444,51.3375
"16579",155,0.03,51.3375
"16580",154,0.0305555555555554,51.3375
"16581",155,0.0311111111111111,51.3375
"16582",155,0.0316666666666667,51.3375
"16583",155,0.0322222222222222,51.3375
"16584",154,0.0327777777777778,51.3375
"16585",155,0.0333333333333332,51.3375
"16586",158,0.0338888888888889,51.3375
"16587",157,0.0344444444444445,51.3375
"16588",158,0.0349999999999999,51.3375
